id,title,text,rse,url,publication_date,published_at,rssfeed_id,source
004TB8XOE9,"New Coronary Pneumonia: The number of deaths from the new coronavirus is likely to reach 2 million and the number of confirmed cases in Europe is ""going in the wrong direction"" (08:50)","New Coronary Pneumonia: The number of deaths from the new coronavirus is likely to reach 2 million and the number of confirmed cases in Europe is `` going in the wrong direction '' ( 08:50 ) 
Maria Van Kerkhove, a WHO technical expert and AMERICAN infectious disease scientist, noted that the rise in new coronavirus diagnoses and hospital bed occupancy in Europe was `` going in the wrong direction '' and that authorities needed to stop the spread of the new coronavirus before the flu season began, `` and we want to avoid a situation where countries are completely closed at the beginning of the outbreak ''. ( Reuters/AFP )",#,https://news.mingpao.com/ins/%E5%9C%8B%E9%9A%9B/article/20200926/s00005/1601082249462/%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E-%E4%B8%96%E8%A1%9B-%E6%AD%BB%E6%96%BC%E6%96%B0%E5%86%A0%E7%97%85%E6%AF%92%E4%BA%BA%E6%95%B8%E5%BE%88%E5%8F%AF%E8%83%BD%E9%81%94200%E8%90%AC-%E6%AD%90%E6%B4%B2%E7%A2%BA%E8%A8%BA%E8%80%85%E5%A2%9E%E7%96%AB%E6%83%85%E3%80%8C%E5%BE%80%E9%8C%AF%E8%AA%A4%E6%96%B9%E5%90%91%E8%B5%B0%E3%80%8D,1601082492,2020-09-25 23:08:12+00:00,09f4739a58bf,news.mingpao.com
005JTJUFC0,Dozens of police injured in Serbia's planned re-sealing riot,"Dozens of police injured in Serbia's planned re-sealing riot 
Protests against plans to re-impose a city closure plan following a surge in confirmed cases of 2019 coronavirus disease ( COVID-19, new coronapneumonia ), when Serbians broke into parliament and sparked an overnight riot in the capital Belgrade, injuring dozens of protesters and police. 
Television footage showed thousands of people gathering outside parliament shouting for President Aleksandar Vucic to step down, after police beat the crowd with batons and protesters threw stones and bottles at police. 

`` Forty-three police officers and 17 protesters were injured and 23 others were arrested, '' Serbian police chief Vladimir Rebic said today. 
Vucic announced yesterday that the blockade would be re-imposed, saying it was necessary to do so amid the increasing number of cases. The blockade is scheduled to begin over the weekend, covering the capital Belgrade and possibly other areas. 
Critics say the surge in cases in Serbia is to blame for the Vucic government's decision to allow football matches, religious gatherings, parties and private gatherings to resume. 
Serbia, with a population of 7 million, has reported a cumulative total of 16,168 confirmed cases and 330 deaths. Health authorities said the hospital was fully functional and medical staff were exhausted.",#,https://udn.com/news/story/120944/4687752,1594213341,2020-07-08 11:02:21+00:00,09f4739a58bf,udn.com
008ELEZBC4,WHO Director-General Goes to China to Discuss New Coronary Virus Outbreak,"WHO Director-General Goes to China to Discuss New Coronary Virus Outbreak 
World Health Organization Director-General Tan Desai said on a social media page Sunday night that he was on his way to Beijing to discuss the new coronavirus outbreak with Chinese officials and health experts. In addition, the WHO Regional Office for Europe has called on countries to prepare for the new case of coronavirus pneumonia in France. 

On Sunday night, Mr. Tan said he hoped to strengthen its partnership with China to provide further safeguards to China in the fight against the outbreak, Reuters reported. Mr Tandesse said the editors-in-chief of several major scientific journals had agreed that, with the author's permission, all research findings on the new coronavirus would be shared with the WHO so that the WHO could assess and issue policies. Following the first case of new coronavirus pneumonia in France, who sat in the WHO Regional Office for Europe said every country needed to be prepared to detect and manage any type of outbreak in a timely manner. France on Friday formally notified the WHO Regional Office for Europe of three confirmed cases of new coronavirus pneumonia, two in Paris and one in Bordeaux. The patients are from Wuhan and are now hospitalized in France. The WHO Regional Office for Europe says the first confirmed case of new coronavirus pneumonia in Europe is not a surprise, reminding us that the global nature of travel will not protect any country from the spread of infectious diseases. It also means that no country can delay the establishment of all the necessary measures to protect its people. The WHO Regional Office for Europe also commended France's ability to rapidly identify and diagnose suspected cases of 2019 new coronavirus pneumonia. The Office noted that the fact that health care personnel caring for patients in France were reminded to identify symptoms and investigate the patient's travel history contributed to prompt and effective action. The Office emphasizes that this is the cornerstone of health professionals ' involvement in the preparation and response to the outbreak and effective control. The WHO Regional Office for Europe says timely action is critical to early containment, as is an example of rapid notification by France to WHO and rapid public communication, as well as examples of global collaboration and solidarity. The Regional Office for Europe stated that it was even more important for Countries, organizations and the international community to work together at a time of uncertainty about the origin and behaviour of viruses. We need to act as a region, as a world, to enhance our ability to prepare and respond together. This includes preparing at both the local and national levels to detect patients, test samples of suspected infections, adequately manage patients, maximize infection control, and maintain open communication with the public and transparent information sharing as a basis for knowledge and action. The Regional Office for Europe says it is not yet known how the outbreak will develop, but there is a window of opportunity that we must seize to make the region and the world safer.",#,http://www.rfi.fr/tw/%E4%B8%AD%E5%9C%8B/20200126-%E4%B8%96%E8%A1%9B%E7%B8%BD%E5%B9%B9%E4%BA%8B%E5%8E%BB%E4%B8%AD%E5%9C%8B%E5%95%86%E8%A8%8E%E6%96%B0%E5%9E%8B%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%96%AB%E6%83%85,1580075760,2020-01-26 20:56:00+00:00,09f4739a58bf,www.rfi.fr
00DPAS2S1F,New Crown Pneumonia: 34 new cases of local new crown pneumonia infection in Hong Kong Hong Kong Andy Thai nursing home group increased by 23 cases Most of the disease-free symptoms Ho Yu-liang: call for a reduction in out-of-home meals.,"New Crown Pneumonia: 34 new cases of local new crown pneumonia infection in Hong Kong Hong Kong Andy Thai nursing home group increased by 23 cases Most of the disease-free symptoms Ho Yu-liang: call for a reduction in out-of-home meals. 
Home: New Crown Pneumonia: 34 new cases of local new crown pneumonia infection in Hong Kong Hong Kong - 23 more cases in the Hong Kong-Thai Nursing Home Group Most of the disease-free symptoms Ho Yu-liang: please reduce out-of-home meals. 

Zhang Zhujun, Director of the Infectious Diseases Department of the Centre for Health Protection ( Ming Pao File Photo ) 
There were 42 new confirmed cases of new coronavirus in Hong Kong today ( 9 ), of which 34 were local infections and the remaining 8 were imported cases. Zhang Zhujun, Director of the Infectious Diseases Department of the Centre for Health Protection, said that of the 23 confirmed persons in the Hong Kong-Thai Care Centre Limited group, most had no symptoms and several had mild fever and cough. As for Ping Shi-bin's porridge noodle cuisine, The New Tea Restaurant in Jotun and the taxi driver group, there were six new cases today, three of which were taxi drivers, and two other local cases today were not clearly available. To date, there have been 1365 confirmed and one suspected cases in Hong Kong. 
Ho Yu-liang: It is an indisputable fact that restaurants spread the virus by reducing the number of meals they go out to eat or choose to visit during off-peak hours. 
Director of the Centre for Infections and Infectious Diseases, University of Hong Kong, Mr Ho Yu-liang ( file pic ) 
Until this morning ( 9 ), the Director of the Centre for Infections and Infectious Diseases of the University of Hong Kong, Mr Ho Yu-liang, said on a commercial television programme that the recent confirmed cases of new coronavirus in restaurants and taxis, and that one third of the three infected groups were unknown sources of infection. He also believed that the measures used during the severe outbreak in March should be adopted. Mr Ho also said that at present, restaurant partitions were not high enough and restaurant staff should deal with dirty dishes and freshly cooked food in groups. 
Viruses are constantly changing and the upper respiratory tract reproduces faster. 
He said patients had recently seen an increase in the amount of the virus, which has been changing and multiplying faster in the upper respiratory tract, and that if someone coughs in a restaurant, the virus can drift beyond a few 枱. Mr Ho reminded the industry and the public to `` take the initiative to attack the government, and the government should take the initiative and take strong measures to cut off the transmission chain. '' 
Yuan Guoyong: The book fair is timed to reflier the public after reading the book. 
Professor Yuan Guoyong, Department of Microbiology, University of Hong Kong ( file pic ) 
The third wave of pneumonia in the face of the new coronavirus continues to spread in the community. In an interview with Wired News, Professor Of Microbiology at the University of Hong Kong, Mr Yuen Guo, said that the key was to relax the anti-epidemic measures, in addition to again restricting the number of restaurants to at least half of the attendance rate and setting up plywood as a barrier, he said that the book fair would start next Wednesday ( 15 ), and that venues should change their breath as many as six times an hour, so that members of the public should disinfect, wear masks and not eat when they enter and read each book. 
Mr Yuen also said that the taxi environment was too narrow and that people who had taken taxis to restaurants would bring the virus back to their homes when they went to the homes of the elderly, and suggested that the premises should be closed and not visited, and that people or staff in the premises should pre-position sample bottles in the premises if any minor signs of illness were immediately detected. Mr Yuen again criticised the low number of virus tests in Hong Kong, saying that at least 7,500 tests should be carried out every day, pointing out, for example, that Macau's population is only one-tenth that of Hong Kong, but that 5,000 tests are carried out locally every day. Zhang Zhujun, Director of the Infectious Diseases Department of the Centre for Health Protection, said yesterday ( 8th ) that there were now more than 4000 daily tests.",#,https://health.mingpao.com/%E6%9C%AC%E6%B8%AF%E6%96%B0%E5%A2%9E34%E5%AE%97%E6%9C%AC%E5%9C%B0%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E%E6%84%9F%E6%9F%93%E5%80%8B%E6%A1%88%E3%80%80%E6%B8%AF%E6%B3%B0%E8%AD%B7%E8%80%81%E9%99%A2%E7%BE%A4/,1594278000,2020-07-09 05:00:00+00:00,09f4739a58bf,health.mingpao.com
00JTAF2G5X,"New coronavirus pneumonia, 20501 people have been confirmed in the Mainland so far.","New coronavirus pneumonia, 20501 people have been confirmed in the Mainland so far. 
Now News Station: The outbreak of new coronavirus pneumonia continues to spread, with more than 400 deaths in the Mainland and more than 20,000 confirmed cases. 
So far, 20501 people have been confirmed to have contracted the disease in the Mainland. The outbreak in Hubei province, where Wuhan is located, remains the worst, with more than 13,500 confirmed, followed by Zhejiang and Guangdong, where more than 800 cases have been confirmed, and the outbreak has killed 425 people in the mainland, 414 of whom are in Hubei. 
There are currently 39 confirmed cases in Hong Kong, Macao and Taiwan, with six new confirmed cases in Thailand and Singapore in other parts of the world yesterday, of which four new cases in Singapore were local infections. A Thai couple who had travelled to Japan were confirmed infected after returning home. Japan confirmed that three more people had been confirmed, bringing the total number to 23.",#,https://news.now.com/home/international/player?newsId=379373,1580854352,2020-02-04 21:12:32+00:00,09f4739a58bf,news.now.com
00MX2FHHLY,"New crown pneumonia | Shijiazhuang introduced a Chinese medicine prevention and treatment program, quarantined people must take ""clean lung detox soup""","Written: Lin Yuying Last updated: 2021-01-21 15:42 Hebei Province, there have been new local confirmed cases, many patients from Shijiazhuang City. Shijiazhuang City Outbreak Prevention and Control Command Office recently issued a notice, requiring that since the ""Shijiazhuang City new coronavirus pneumonia Chinese medicine prevention and control program"" on January 19, the existing centralized isolation personnel should start taking lung detox soup within 2 days. Existing centralized isolation personnel and new isolation personnel are required to take ""lung detox soup"". (Xinhua) -- The Notice clearly requires counties (cities and districts) to carry out scientific research and judgment on the basis of the existing centralized isolation points and the number of quarantined persons, in the light of the current epidemic situation, and to formulate and implement as soon as possible a specific implementation plan for the frying and distribution of Chinese medicine soup soups taken by centralized isolation personnel. From the date of the issuance of the Prevention and Control Programme, the existing centralized isolation personnel shall take the medicine to the mouth within 2 days, and the newly quarantined person shall take the medicine to the mouth within 2 days. At the same time, to organize chinese physicians to enter the isolation point every day to carry out a visit, focus on inquiry, observation, record the isolation of personnel after taking drugs, to guide the isolation of personnel to ensure the safety of drug use. In last year's outbreak of new crown pneumonia, ""clear lung detox soup"" is the most widely used, the largest use, the best use of Chinese medicine prescriptions. (Xinhua) -- In order to truly cut off the development of the epidemic, in addition to confirming patients, people who may be infected should also take ""clear lung detox soup"" to help improve the body's internal environment, while the external environment is resolved through prevention and control, isolation, as long as the internal and external environment is resolved, the epidemic can be controlled. Ge added that ""clear lung detox soup"" has been used in 28 provinces (districts, cities) and Wuhan large-scale use, doctors have seen the effect and power of this agent. Although the current outbreak has changed somewhat and the virus has mutated, from the point of view of Chinese medicine, the nature of neo-crown pneumonia has not changed much, and the core disease machine has not changed. In addition to taking soup medicine, the medical team also prepared a set of acupuncture program to deal with acute and serious illness, the future will organize an acupuncture first aid team, with Western medicine to treat patients. It is understood that in last year's outbreak of new crown pneumonia, ""clear lung detox soup"" is the most widely used in clinical treatment, the largest use, the best use of Chinese medicine prescriptions, in the treatment of confirmed patients, ""clean lung detox soup"" is also the only treatment light, ordinary, heavy, critical heavy prescription. (Comprehensive report)",#,https://www.hk01.com/%25E5%258D%25B3%25E6%2599%2582%25E4%25B8%25AD%25E5%259C%258B/577442/%25E6%2596%25B0%25E5%2586%25A0%25E8%2582%25BA%25E7%2582%258E-%25E7%259F%25B3%25E5%25AE%25B6%25E8%258E%258A%25E5%2587%25BA%25E5%258F%25B0%25E4%25B8%25AD%25E9%2586%25AB%25E8%2597%25A5%25E9%2598%25B2%25E6%25B2%25BB%25E6%2596%25B9%25E6%25A1%2588-%25E9%259A%2594%25E9%259B%25A2%25E8%2580%2585%25E9%25A0%2588%25E6%259C%258D-%25E6%25B8%2585%25E8%2582%25BA%25E6%258E%2592%25E6%25AF%2592%25E6%25B9%25AF,1611214958,2021-01-21 06:42:38+00:00,09f4739a58bf,www.hk01.com
01I7PRGU17,Wuhan Pneumonia: China Imports 1.63 billion Masks in One Month Virus Naming Dispute Sining Yuan Guoyong: SARS Should Be Retained,"Wuhan Pneumonia: China Imports 1.63 billion Masks in One Month Virus Naming Dispute Sining Yuan Guoyong: SARS Should Be Retained 
National outbreak update: 103 new confirmed cases ( including 4 imported cases from abroad ), 80,813 cumulative confirmed cases, 28 new deaths and 3,073 cumulative deaths. Among them, 74 new confirmed cases in Hubei Province, all occurred in Wuhan City, Hubei Province accumulated 67,666 cases, the number of deaths added 28 ( 21 in Wuhan City ), A total of 2,959 deaths in Hubei Province. China imports 2.02 billion masks and other 7.3 billion Hong Kong dollars according to the General Administration of Customs website released yesterday, January 24 to February 24, the national customs acceptance of a total of 2.02 billion pieces of prevention and control materials, worth 6.53 billion yuan ( the same below; about 7.3 billion Hong Kong dollars ), from the category, a total of 1.97 billion pieces of protective materials, including 1.63 billion masks 18.62 million protective clothing, 3.56 million pairs of goggles, 13.55 million disinfection items, 4.39 million pieces of medical equipment, of which 789,000 are infrared thermometers, 21.23 million other prevention and control materials, and donated materials accounted for 16.7 %, A total of 281 million pieces, worth 1.09 billion yuan ( about HK$ 1.2 billion ), including 184 million masks, 5.09 million protective clothing, and 1.3 million pairs of goggles. According to official figures, China is the largest producer of masks, with more than 4.5 billion in 2019, with an annual output of 10.2 billion yuan ( about HK$ 11.4 billion ), half of global production. But after the 2019 outbreak of the coronavirus disease, China, in turn, has gone on a spree to buy masks, leaving many people unable to buy them. Eleven Chinese crew members of the Princess Supreme are stranded on the high seas near San Francisco, USA, and there are reportedly 11 Chinese crew members on board. The Chinese Consulate in San Francisco has contacted them to remind everyone to be aware of the strengthening of personal protection and is now in stable condition. The Consulate General also further verified whether there were any Chinese citizens among the passengers. 6 cities nationwide announced no new outbreaks no longer daily notice as of 11 o'clock last night, the country now has Henan, Anhui provinces, 6 officials announced that, if there is no new outbreak situation, no longer issue disinformation of the outbreak, including Henan Shangqiu City, Kaifeng City, Xinxiang City, and Hebi City; The Chinese Embassy in Italy did not consider sending charter flights to evacuate the serious outbreak in Italy, the daily death toll reached 49, the total number of 197 people, the number of confirmed infections accumulated 4,636 people, the death toll is the largest outside Of China. A spokesman for the Chinese Embassy in Italy said that the embassy had not heard of the request to send charter flights to evacuate overseas Chinese, but also noted that some Chinese in Italy worried about the outbreak, hope to return home, stressed that the epidemic should try to avoid travel, called on overseas Chinese, international students, Chinese enterprises to look at the epidemic rationally, to avoid panic. Beijing added 4 confirmed 3 new cases of new coronapneumonia in Beijing, 3 cases of imported from outside Italy and 1 local confirmed case. Locally confirmed cases for February 6 suspected cases admitted to the fixed-point hospital, during the hospitalization of 3 nucleic acid test negative, February 20 discharged, due to the restriction of home isolation conditions, to the centralized isolation point to observe 14 days, March 5, nucleic acid test positive, comprehensive lung imaging, after expert consultation for the confirmed case. The naming of Wuhan pneumonia has re-disputed the naming of a new type of coronavirus of Wuhan pneumonia. Gao Fu, director of the China Center for Disease Control and Prevention, and other experts objected to the name of Wuhan pneumonia `` SARS-CoV-2 '', which it believes will have a negative impact on the economy and society, and should be renamed `` HCoV-19 '' ( Human Coronary Virus 2019 ), and it is not known whether sands and Wuhan pneumonia originated in China. However, Yuan Guoyong and 12 other scholars wrote in the `` Pin pin '' yesterday that the uncertainty of the virus, the retention of the `` SARS '' name will help to maintain public vigilance and timely response, and will not have a negative impact on society. The International Committee on Virus Classification, which on February 11 named Wuhan Pneumonia SARS-CoV-2, said in an article published in a preprint of bio. 
Rxiv that the designation highlighted the similarity between the new virus and the SARS virus discovered in 2003. However, Gao Fu and The Chinese Academy of Sciences Wuhan Virus Institute researcher Shi Zhengli and more than a dozen other Chinese scholars earlier objected that Wuhan pneumonia may become a low pathogenic but highly contagious coronavirus, may recur every winter, suggested that the new coronavirus named human coronavirus 2019 ( HCoV-19 ), Distinguished from SARS-CoV. If it is named SARS-CoV-2, it may lead to misunderstandings and is more likely to have a negative impact on the economy and society. However, Yuan Guoyong and more than a dozen other scholars published `` SARS-CoV-2 is the appropriate name for the new corona virus '' ( SARS-CoV-2 is an appropriate name for the new coronavirus ) published in the Hedgehog on March 5th. The mechanism of cross-species transmission of SARS-CoV-2 is still unclear, and there is no effective means of cutting off human-animal transmission, so leaving the SARS name can alert the world, stressing that it will not affect China.",near San Francisco,https://hk.appledaily.com/china/20200307/7GNQEPZO3P22QXZDHMZQXATFQY/,1583563500,2020-03-07 05:45:00+00:00,09f4739a58bf,hk.appledaily.com
0297W2R87B,"Wuhan Pneumonia: Chinese Embassy in Japan Says ""Japan's New Coronary Virus"" and ""Japan Pneumonia"" Are Hot Words on Twitter","Wuhan Pneumonia: Chinese Embassy in Japan Says `` Japan's New Coronary Virus '' and `` Japan Pneumonia '' Are Hot Words on Twitter 
The naming of viruses often depends on the source of the virus and the location of the outbreak, for example, wuhan pneumonia, which affects the world, is named after Wuhan, where the virus originated. However, the Chinese Embassy in Japan today even had a new statement, they published on the Internet today, `` A reminder about the outbreak of new pneumonia ( seven ) '' article, in the article refers to the sub-virus as `` Japan's new coronavirus '', attracted heated discussion among netizens. The Chinese Embassy in Japan today published a `` Reminder on the Outbreak of New Pneumonia ( Seven ) '' on its website, which mainly reminds people that if they take personal precautions to avoid adding to the crisis of infection. However, the article said that the virus, which is now commonly known as Wuhan pneumonia, is `` Japan's new coronavirus '', which immediately attracted a lot of heated discussion among netizens and media reports, `` Japan pneumonia '' the word more became the subject of discussion on Twitter. In hindsight, many Chinese netizens explained that the name `` Japan's new coronavirus '' was not an attempt to disguise the virus as an outbreak from Japan, but rather that China would first list the country's name before the virus name when reporting on outbreaks in other countries. Japan's Yahoo website later clarified on Twitter that the news was a misunderstanding. However, some netizens think that China's second practice is an attempt to amend the `` Wuhan pneumonia '' argument in an attempt to shirk responsibility to Japan. Some netizens explained that the misunderstanding was due to China's reporting of placing other countries ' names in front of the virus name.",#,https://unwire.hk/2020/03/04/embassy-of-china-in-japan-names-the-virus-as-japan-coronavirus/fun-tech/,1583406655,2020-03-05 10:10:55+00:00,09f4739a58bf,unwire.hk
02E4AU3AJA,Study: Coronary virus essurvives objects for up to 9 days Pneumonia in Wuhan . . . New Coronary Pneumonia . . . New Coronaviruses . . . Taiwan's Great Age,"Study: Coronary virus essurvives objects for up to 9 days Pneumonia in Wuhan ... New Coronary Pneumonia ... New Coronaviruses ... Taiwan's Great Age 
Pictured is a diagram of the new coronavirus published by the U.S. Centers for Disease Control and Prevention. ( CDC website ) 

A German team collected past literature on close relatives of the new coronavirus and found that the virus family had a survival on the object for at least nine days. 
Since the outbreak in Wuhan two months ago, the virus has spread throughout mainland China and spread to nearly 30 countries and regions around the world. So far, scientists have limited understanding of it, and it is necessary to understand how long they will survive on various objects if further propagation is to stop further propagation. 
The U.S. Centers for Disease Control and Prevention ( CDC ) says it remains unclear whether humans can catch the new coronavirus by touching surfaces or objects with viruses and then touching other body surfaces, such as their mouths, noses or eyes. 

`` Based on previous analyses, we know that coronaviruses do not survive long on objects such as parcels or letters, '' said the WHO's advocacy data. 
To see the survival of the new coronavirus ( COVID-19 ), a team led by Dr. G?nter Kampf of Greifswald University Hospital in Germany Collected and collated 22 studies on the survival of coronaviruses such as SARS and MerS, a close relative of the new coronavirus, and published in the Journal of Hospital Infections on 22 January The persistence of coronavirus on an inanimate surface and its inactivity of fungicides ( Persistence of coronaviruses on inanimate surfaces and its inactive with with biocidal agents ) research papers. 
The team found that SARS and MERS do have the ability to survive on the surface of a surface and maintain its viral properties, and can remain contagious for up to nine days at room temperature. As a control, the measles virus can only survive for 2 hours on contaminated surfaces. 
On average, the coronavirus family can survive four to five days on a variety of materials, including aluminum, wood, paper, plastic and glass, the researchers said. 
`` Low temperatures and high humidity further extend their survival. Kampf said. 
In order to reduce the spread of coronaviruses, the team recommends that hospitals carefully disinfect surfaces with solvents made from sodium hypochlorite, hydrogen peroxide or ethanol. 

Eike Steinmann, a virologist at Leibniz University in Hanover, said: ` Analysis of different coronaviruses revealed similar results. 
The team cautioned that none of the previous subjects had been new coronaviruses, and that there was no data on whether new coronary patients were infected because of hand contact with contaminated surfaces. 
However, given that the threat of the new coronavirus may be greater than MERS or SARS, frequent hand washing and ensuring that public areas are disinfected seems to be a harmless move. 
`` In hospitals, for example, objects that need regular disinfection may be door handles, call buttons, bedside tables, bed frames and other objects near the patient, usually objects made of metal or plastic, '' Kempf explained. ''",#,https://www.epochtimes.com.tw/n305001/%E7%A0%94%E7%A9%B6-%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E5%9C%A8%E7%89%A9%E9%AB%94%E4%B8%8A%E5%AD%98%E6%B4%BB%E5%8A%9B%E6%9C%80%E9%95%B79%E5%A4%A9.html,1581868504,2020-02-16 14:55:04+00:00,09f4739a58bf,www.epochtimes.com.tw
02GE5LPKTK,Tennis/10 days ago only confirmed that the Yorkevich couple's new crown pneumonia re-test negative,"Tennis / 10 days ago only confirmed that the Yorkevich couple's new crown pneumonia re-test negative 
World tennis champion Serbia's Djokovic announced on June 23 during a show in which he and his wife, Irina, both developed a new crown of pneumonia. But his public is now tested negative for the virus, his public relations team said today. 
The public relations team's statement also said that Novak Djokovic, 33, and his wife, Jelena, had not experienced any symptoms of the 2019 coronavirus disease ( COVID-19, new coronapneumonia ), AFP reported. 

The Joksovics have been self-imposed after returning to Belgrade, Serbia's capital, from the second leg of the Adria Tour. 
Four players, Jokvich, Grigor Dimitrov, Borna Coric and Viktor Troicki, were infected after taking part in a match that had been sparsely guarded and the stands were crowded with spectators. 
In addition to the players, Jokovic's coach, Goran Ivanisevic, has also been confirmed. 
During the first leg of the Adriatic tour in Belgrade, players hugged, played basketball and even danced to nightclubs across the net. Yorkewicz was widely criticised for hosting the game. 
In response, Mr. Jokovich issued an apology, stressing that he was deeply sorry and that the incident was `` hurting. ''",#,https://udn.com/news/story/7005/4675463,1593707406,2020-07-02 14:30:06+00:00,09f4739a58bf,udn.com
